Timestamp;C1;C2;C3
213;0,0448688518;0,3131209565;0,019527595
214;0,4900189689;0,3804259924;0,3458454476
215;0,3613825135;0,6579106878;0,7935716403
216;0,4476007968;0,1141353636;0,6227059246
217;0,6815443949;0,1709849869;0,7053306922
218;0,5265937075;0,221188687;0,1759855468
219;0,9793261334;0,7203271771;0,9585029229
220;0,6309394152;0,7910316656;0,4517583249
221;0,7155603168;0,8173822335;0,7675549295
222;0,2117093005;0,4992332351;0,4270198923
223;0,1422268467;0,9422675043;0,2195357087
224;0,7905724915;0,6927433698;0,2561082959
225;0,7142090022;0,792246006;0,8044478011
226;0,7545080518;0,4788766587;0,5015822875
227;0,870852561;0,3261149761;0,6285494675
228;0,452667081;0,5927218914;0,9732965371
229;0,8435912591;0,2289330445;0,1595899649
230;0,2235880038;0,6397103523;0,1042402352
231;0,5356403331;0,3012079953;0,8307009572
232;0,101237342;0,5973022433;0,2541055381
233;0,6703129895;0,6118615794;0,0534717399
234;0,3141613097;0,2849456237;0,7152509026
235;0,2769472164;0,4286713086;0,1576890973
236;0,3453211;0,801518559;0,9949503569
237;0,0485119484;0,9816538203;0,7502598537
238;0,1797357348;0,5408597924;0,210470624
239;0,4891598686;0,5090278448;0,9445997942
240;0,7444385223;0,4476144454;0,8789592886
241;0,7323856703;0,4208742706;0,8484994441
242;0,9823907006;0,4415032857;0,2962858332
243;0,4760763177;0,8503383754;0,382124556
244;0,3912369222;0,6809316215;0,5014901001
245;0,9615354973;0,884540082;0,5410344049
246;0,7478798127;0,8273366024;0,5611080215
247;0,9285001389;0,9677147591;0,4855890635
248;0,2625080745;0,0195633012;0,2635547135
249;0,7637869774;0,2434402958;0,9722179815
250;0,8600145984;0,3889772489;0,9575973733
251;0,4089335359;0,99046577;0,4958124775
252;0,3596421042;0,4923653305;0,4611098808
253;0,5662934128;0,3001343929;0,9455288951
254;0,9755745544;0,2986766621;0,7906186043
255;0,7075411328;0,7049737631;0,7008353171
256;0,1349968172;0,9001352515;0,0642623764
257;0,0771688945;0,9655622835;0,9615589313
258;0,5623744151;0,0023933898;0,2941014098
259;0,8318354259;0,4259553177;0,9835442374
260;0,3803714537;0,3715587764;0,3718633419
261;0,6963657532;0,20412746;0,4508593455
262;0,3477604713;0,2190123671;0,5463521176
263;0,6335529773;0,414725794;0,4426730417
264;0,0708291025;0,2791330554;0,2511393458
265;0,6141899622;0,336123398;0,2699562898
266;0,0068421853;0,7355565315;0,7023273297
267;0,5792931868;0,8873097613;0,9026236392
268;0,5773158199;0,24178052;0,927784804
269;0,6940721627;0,1147874533;0,4664517702
270;0,0246978493;0,7994276106;0,8214521946
271;0,6448079485;0,1961035556;0,1783561239
272;0,8046320165;0,2860896559;0,4775350045
273;0,9677510967;0,26760581;0,5069973089
274;0,5344847729;0,3138547961;0,4000070575
275;0,2336770308;0,1148527451;0,4169807518
276;0,6158166197;0,8973214596;0,3217993262
277;0,1034792121;0,2538369622;0,0238551612
278;0,4373553565;0,4222328288;0,0532857289
279;0,8169542365;0,7449445175;0,199663959
280;0,7870387482;0,491262645;0,7878653244
281;0,6248814776;0,0527188536;0,005098938
282;0,6560921615;0,3889995571;0,4652415095
283;0,1572955812;0,2840334673;0,1369878692
284;0,2754616677;0,4316442213;0,4508471508
285;0,5793512748;0,8279174843;0,5986617389
286;0,6835167091;0,9852640643;0,3277815743
287;0,2366117171;0,3478194445;0,1306740579
288;0,2242511234;0,1646481587;0,1378779837
289;0,6095599525;0,5992181986;0,9313038313
290;0,8541496994;0,8503968429;0,6401103698
291;0,5233197967;0,3340458884;0,0939370624
292;0,5146248189;0,0683975937;0,5390250229
293;0,1632010571;0,1603650621;0,2764338551
294;0,9818559608;0,8553257934;0,6707688118
295;0,3021303248;0,4322416298;0,8731321068
296;0,0726231628;0,2518961783;0,0937036667
297;0,5975134235;0,2027589264;0,8986230649
298;0,4622810974;0,0975347764;0,9526736233
299;0,6092186233;0,6771361982;0,3769176404
300;0,5403099016;0,406061976;0,9328751406
301;0,097066703;0,2057612576;0,6562573328
302;0,430614653;0,6036270428;0,745169777
303;0,3693528865;0,8911011978;0,5644092623
304;0,1356700303;0,4895415346;0,0395177256
305;0,245539821;0,7694827907;0,7541614133
306;0,4229136743;0,0799181848;0,6291210994
307;0,4448060619;0,5596640499;0,1447835942
308;0,7241895373;0,3272120508;0,792617033
309;0,7154235784;0,60078443;0,7045565618
310;0,777902019;0,399795963;0,5964814012
311;0,1661729116;0,9142812777;0,7839723513
312;0,6881117767;0,4946764999;0,6056552662
313;0,3309456939;0,4259343189;0,5707896624
314;0,469407144;0,525359306;0,7731336185
315;0,1224698541;0,9704430273;0,2872001117
316;0,1542568891;0,3532220973;0,610083292
317;0,7402969007;0,6255944548;0,8331526583
318;0,2728468743;0,6832476875;0,2187048909
319;0,7615774435;0,3276179137;0,4335647002
320;0,3180076389;0,3464461118;0,1962593468
321;0,1865994693;0,9880020884;0,0901792177
322;0,6612593494;0,5847639702;0,3330208561
323;0,9841861615;0,0917737545;0,7609066863
324;0,5500475073;0,2988274302;0,2228416353
325;0,3182034011;0,4886018648;0,1516367716
326;0,345270656;0,8550722811;0,7533123877
327;0,5607737503;0,6648243412;0,0287950193
328;0,2924911866;0,6966082542;0,3302766192
329;0,8989684579;0,9484766708;0,3929423688
330;0,9467564682;0,9988771435;0,2877230269
331;0,4447579051;0,8134945724;0,5513392901
332;0,6059937913;0,3938592244;0,5773276563
333;0,8794391793;0,2040009119;0,6346615937
334;0,6562341317;0,698514038;0,2208814104
335;0,5396921549;0,0003307534;0,5821751375
336;0,4202914105;0,0125824432;0,6153879638
337;0,2915311896;0,9802277805;0,0293619852
338;0,5097136502;0,7991816492;0,384052126
339;0,7383817178;0,663026772;0,3273445638
340;0,9999472387;0,5566320955;0,6120470245
341;0,5948755152;0,4692566141;0,4938433736
342;0,344683714;0,3142034325;0,5550851822
343;0,2544395672;0,8129687442;0,3626045305
344;0,7066955448;0,8983599471;0,1275125365
345;0,7070821524;0,2262556083;0,3103678948
346;0,0959362872;0,3158532467;0,8925142062
347;0,7478876787;0,9915179904;0,2974523169
348;0,2439391818;0,245809996;0,2352599667
349;0,076479547;0,5817506565;0,9835113429
350;0,2775919384;0,3161956929;0,4113061728
351;0,8003897774;0,328127532;0,1131047229
352;0,2447563463;0,6621245481;0,1529401145
353;0,531174432;0,0746014612;0,5586766191
354;0,6881859624;0,0616710098;0,9672137466
355;0,3374247246;0,8217134541;0,0476096363
356;0,7627451485;0,5620622437;0,1465841201
357;0,1280601849;0,3058040736;0,9114669135
358;0,1628391258;0,1185944709;0,8070092087
359;0,9778503687;0,4162079194;0,3916826693
360;0,5786563535;0,3994855476;0,9396510427
361;0,3976952592;0,6679352701;0,1582962354
362;0,128516224;0,2637384105;0,2164834032
363;0,5635461917;0,4756685486;0,5945654791
364;0,616964659;0,2273555037;0,915947323
365;0,8699780987;0,0353893356;0,4328909453
366;0,4162796489;0,9594639116;0,3991783615
367;0,0857156068;0,1379510418;0,234922549
368;0,6501172381;0,6461621691;0,0598759176
369;0,7927916567;0,1331361523;0,472654725
370;0,876766369;0,0569724375;0,0426561732
371;0,7165328315;0,0435249486;0,3165375786
372;0,2701359007;0,504040404;0,4786419037
373;0,381197236;0,4864155347;0,9878392073
374;0,2224508901;0,3217533436;0,5897582995
375;0,5260263328;0,6177969347;0,3423914469
376;0,340498378;0,1993032082;0,379447934
377;0,9609870745;0,0886314274;0,9376623917
378;0,1620564822;0,410902563;0,3543770816
379;0,2628346393;0,5757890148;0,9051780498
380;0,5591374068;0,2996426253;0,0961260248
381;0,213912993;0,0022491352;0,4138899685
382;0,043083125;0,1341639759;0,108894842
383;0,307860224;0,4725664004;0,4754243596
384;0,0773637781;0,2496373879;0,3832238058
385;0,7942986195;0,9370461195;0,6043012082
386;0,0531616223;0,3690616915;0,5679359727
387;0,4217304839;0,3378533758;0,7348984273
388;0,6601888493;0,0161687012;0,8434795232
389;0,3907430673;0,529781841;0,8033945197
390;0,6790645912;0,5101510361;0,8480015302
391;0,9939334213;0,6405297567;0,3864348105
392;0,5965626976;0,0676388938;0,9744099411
393;0,7185803221;0,4345749335;0,8934899038
394;0,9691082765;0,8296426299;0,3090113169
395;0,4090836137;0,509858425;0,2135317188
396;0,2808341254;0,4017348741;0,8767551803
397;0,8930452615;0,4624742654;0,1980910527
398;0,1100462633;0,0542316872;0,5369273315
399;0,8024634551;0,7337189149;0,5552920739
400;0,7004213468;0,280798709;0,5818278508
401;0,446750273;0,7528734282;0,5693623298
402;0,5297141809;0,8787135903;0,6418500573
403;0,2538832847;0,1309605737;0,1498708792
404;0,7712695457;0,5317017986;0,6900817875
405;0,5492560901;0,091884505;0,8628873781
406;0,2937384772;0,6906497912;0,3673897518
407;0,6193793183;0,9951359474;0,1132018431
408;0,4259766026;0,4712803194;0,3451521571
409;0,4466081781;0,1561703365;0,8804772089
410;0,1908574316;0,2648434788;0,4013307444
411;0,8509763114;0,6286740995;0,450781733
412;0,5266520381;0,1296690258;0,1114635014
413;0,0711557197;0,7172630606;0,5120806114
414;0,4208601096;0,7561012621;0,4844725339
415;0,1095427021;0,1182019082;0,7422937215
416;0,4663755281;0,8644768372;0,7808802899
417;0,1432518929;0,4136189611;0,8192153177
418;0,5461056214;0,0338473259;0,5870577507
419;0,3947798256;0,3088029944;0,7338315027
420;0,5666685065;0,3284147566;0,079936926
421;0,1181790163;0,2057239378;0,2331291898
422;0,6722691027;0,7843486795;0,266639407
423;0,0319456859;0,4219241627;0,0787852283
424;0,8766961119;0,8711007875;0,0352271236
425;0,062551165;0,0603298207;0,9983930422
426;0,4677111127;0,5599676839;0,7645040429
427;0,7645587225;0,3438216783;0,331804533
428;0,322644599;0,8104145119;0,1509520656
429;0,9651476;0,9803655071;0,6655210708
430;0,5138579325;0,9965048367;0,7232046823
431;0,8620389539;0,9445327793;0,6721967631
432;0,2118445185;0,1355970798;0,7014677506
433;0,175635349;0,732882061;0,5385109549
434;0,9289250073;0,7616764277;0,3548880159
435;0,8069828255;0,3224293045;0,4092937908
436;0,5477663944;0,0074237653;0,2386670888
437;0,9990032453;0,3836061952;0,1890598349
438;0,2025632448;0,8514307083;0,7385654699
439;0,484812689;0,7596841063;0,0223255327
440;0,7209149729;0,5152357752;0,2798828119
441;0,3626342388;0,0689656097;0,3020534154
442;0,0994694964;0,1317660261;0,6731757519
443;0,2747347709;0,1460832632;0,9561700758
444;0,2075588114;0,2428245742;0,6716742015
445;0,3399597376;0,1417729785;0,8252130721
446;0,5227426754;0,2258330269;0,4711231124
447;0,7438455825;0,7041354787;0,7403451151
448;0,547325816;0,1008245691;0,0165678603
449;0,8972852561;0,2469497973;0,0308444202
450;0,1327512055;0,049185097;0,0291795079
451;0,1387565387;0,1947338118;0,8070894664
452;0,1655851356;0,8928761126;0,2447387804
453;0,2912774447;0,4011214445;0,6390060417
454;0,5171595695;0,2581608528;0,748499641
455;0,8609879764;0,2775476759;0,5134491751
456;0,4844874293;0,0417818991;0,6381862708
457;0,6651276795;0,946556214;0,5783507256
458;0,3845036463;0,113479865;0,2887912744
459;0,7413644784;0,7702871819;0,2633548081
460;0,4293308987;0,9530329574;0,6360701744
461;0,079091029;0,1626076603;0,7290052907
462;0,1321871884;0,4356761293;0,3286854131
463;0,7285510157;0,9349362885;0,1011707254
464;0,096382241;0,0322949174;0,1450148723
465;0,728380562;0,4867983828;0,0341346469
466;0,8078395762;0,0488215717;0,8471606837
467;0,5417693302;0,4661940206;0,0532454934
468;0,1388490461;0,7001114551;0,095659619
469;0,3857431524;0,4536857873;0,4871961693
470;0,4294189727;0,6883927376;0,1458596366
471;0,6834907203;0,2524438472;0,9865694046
472;0,419645871;0,4654182685;0,6754827122
473;0,9262522098;0,46177481;0,3873678052
474;0,8646241967;0,3168103755;0,7700232218
475;0,2680455891;0,732267248;0,5990058884
476;0,20702334;0,2699314374;0,3257569794
477;0,8502107817;0,4104876507;0,8072990351
478;0,5649097052;0,5971402244;0,5695843357
479;0,2894885058;0,7540082347;0,3329445766
480;0,3420415237;0,171692447;0,9492144964
481;0,8868813678;0,986677597;0,516258375
482;0,3000497797;0,8295941502;0,57833043
483;0,2052340368;0,2758352002;0,4327568875
484;0,0273829212;0,2181447202;0,4232416481
485;0,3865790493;0,7717366829;0,3354821128
486;0,2003294716;0,341180414;0,6705937458
487;0,0619876261;0,1808582309;0,2078366284
488;0,6881689702;0,4135362944;0,1770974728
489;0,7080245239;0,2759529392;0,2160945989
490;0,5573630545;0,0355816744;0,5001875598
491;0,1922454101;0,2845089103;0,7210779509
492;0,8943996127;0,0906415959;0,1325505022
493;0,254443835;0,3493785369;0,1038774995
494;0,5999016399;0,7651828118;0,6318775374
495;0,8116235004;0,1380258214;0,5089138297
496;0,4694224936;0,0831538576;0,2066717781
497;0,9105818041;0,835754741;0,4774275236
498;0,3723935932;0,0923227393;0,6759428591
499;0,2251161246;0,9020064464;0,8452010432
500;0,6390713821;0,3305712214;0,4997299295
501;0,6288614739;0,7937252948;0,3994327877
502;0,2343427897;0,4420203459;0,6903697504
503;0,5315725862;0,3894765703;0,2893531185
504;0,863383746;0,8177097815;0,1625315878
505;0,5536608084;0,4585015944;0,3896429576
506;0,1741792262;0,2494823919;0,5550469349
507;0,561926727;0,4757973461;0,8887094867
508;0,0818411813;0,107488492;0,5364032125
509;0,077283965;0,1073040385;0,7579828391
510;0,9459211354;0,0619620287;0,6555495691
511;0,7841215618;0,8711393676;0,3054755358
512;0,3275713562;0,4642579569;0,7114086177
513;0,4805308089;0,371742435;0,8195340475
514;0,8001957815;0,6686261503;0,6127839021
515;0,004859363;0,8626324951;0,0111035323
516;0,5683580136;0,1909426961;0,3041897835
517;0,4152478587;0,446889733;0,7034239564
518;0,9300946495;0,9545106431;0,650262994
519;0,4735075857;0,4502288068;0,438857263
520;0,035296662;0,6951687592;0,7676277685
521;0,4552116357;0,6031040065;0,7926326951
522;0,0200002347;0,6599010583;0,5075165117
523;0,4537005473;0,8846562232;0,7762491447
524;0,7901351315;0,9596906321;0,1866799481
525;0,9191913183;0,9915100054;0,3800498811
526;0,7283625784;0,4319084357;0,5226511084
527;0,3077209778;0,6018985009;0,2479296559
528;0,4325536117;0,1579648645;0,1950971389
529;0,5355216905;0,6125061831;0,3450944505
530;0,6477110502;0,8833137101;0,0613186418
531;0,2649526356;0,9908775827;0,0899006324
532;0,0773801692;0,9187435159;0,1594089621
533;0,2744507645;0,0043937117;0,7607604095
534;0,9546402905;0,436805736;0,4559622696
535;0,4788405192;0,224359669;0,6284878012
536;0,9038119214;0,9288733334;0,2501540945
537;0,5739145498;0,1718190762;0,8852130163
538;0,1220516353;0,6236156896;0,7393343446
539;0,4282530276;0,6203357412;0,8512287389
540;0,9180555847;0,5347403798;0,0933499578
541;0,103187057;0,9325973846;0,8084964042
542;0,5702497391;0,1194663728;0,3698683858
543;0,5560935852;0,9671284605;0,8216100382
544;0,7849734854;0,8639552149;0,7268230219
545;0,8941704612;0,7265642653;0,8485779923
546;0,2165041296;0,871920194;0,6290202991
547;0,7009840677;0,8479081658;0,2679182247
548;0,7717836136;0,3688404381;0,917960176
549;0,7120520715;0,5877138481;0,1734985078
550;0,9364785578;0,8696095906;0,0760600923
551;0,6443468696;0,8048286308;0,1801696776
552;0,0196927662;0,027140962;0,4749368024
553;0,4505424751;0,3342983609;0,3660845575
554;0,6661305318;0,503717208;0,1292051929
555;0,1759996135;0,1182710209;0,6312962822
556;0,3543171296;0,8192079929;0,4203684153
557;0,6792861354;0,4848192674;0,116679535
558;0,2993965943;0,2123622822;0,5031006474
559;0,0051103551;0,0130736243;0,4686971004
560;0,0613250025;0,9087737566;0,5862173715
561;0,7676559489;0,8898362685;0,3250280698
562;0,9655367963;0,8554098774;0,0451090045
563;0,9210137078;0,6255038299;0,6408090333
564;0,0949685031;0,3213752061;0,5011213552
565;0,5737486985;0,72930612;0,5915770961
566;0,9474478127;0,8185141827;0,6485589992
567;0,3581472656;0,6770353799;0,9635972052
568;0,7316624625;0,228962732;0,6368893543
569;0,3987319644;0,6016018498;0,1122321989
570;0,5304561877;0,4795644023;0,6151771995
571;0,3186797795;0,9335739741;0,7772035708
572;0,4837804346;0,076116222;0,995482805
573;0,1961360173;0,0760492736;0,5327332709
574;0,8512950549;0,075347262;0,4121011875
575;0,1575667467;0,2426690331;0,3696970558
576;0,9874851117;0,4110066788;0,1213385949
577;0,6393113961;0,3393550874;0,0654130511
578;0,4507406163;0,3304889395;0,5306951508
579;0,8951991359;0,0963462179;0,5517699732
580;0,9410427948;0,1963023217;0,7618458942
581;0,7307878344;0,8174547104;0,4222273431
582;0,5032119942;0,8209390009;0,5906343267
583;0,796181557;0,0468702412;0,705908566
584;0,1223457388;0,3775804299;0,6047779913
585;0,9691048071;0,0098932907;0,4828186722
586;0,9829207649;0,2414041804;0,9836944814
587;0,1366114786;0,3002243009;0,3382384183
588;0,4784213486;0,8305759653;0,6275318509
589;0,1767265946;0,5179880259;0,6995072474
590;0,7970006752;0,2701386348;0,2974450318
591;0,6645970428;0,9705493092;0,9116855494
592;0,3390118075;0,9512986138;0,5604142637
593;0,1747835646;0,2948031211;0,1190451016
594;0,9358094288;0,9558377815;0,8682857933
595;0,2802048684;0,1024824663;0,6369772868
596;0,2744748986;0,3945311862;0,9929211184
597;0,0895501592;0,2313000956;0,7438267553
598;0,5920646994;0,0461993327;0,772971658
599;0,771008906;0,9184818659;0,6949454735
600;0,7273347869;0,1398080578;0,4227980373
601;0,4407580991;0,0262753572;0,1504604311
602;0,9606732025;0,5287798354;0,1010946597
603;0,6250308715;0,55106082;0,4506322432
604;0,6195674681;0,630562128;0,6132020389
605;0,0527188401;0,7182059984;0,8408810787
606;0,2426558626;0,1253439113;0,4586556996
607;0,5646741767;0,7981777452;0,1743715443
608;0,4230544681;0,0568299021;0,6864592081
609;0,8790399886;0,5238283966;0,0980474364
610;0,9228134423;0,6378861698;0,7661307408
611;0,1033798547;0,5670657237;0,3495635567
612;0,0707768765;0,267903269;0,436473795
613;0,101531856;0,1225547979;0,2945966637
614;0,4137319762;0,1657892938;0,1599375242
615;0,4793056897;0,4211940495;0,9434143614
